gene_id	gene_name	control_rep1	control_rep2	control_rep3	imatinib_rep1	imatinib_rep2	imatinib_rep3
EMX2	EMX2	0	0	0	0	0	0
EMX2OS	EMX2OS	0	1	2	4	4	1
EN1	EN1	1	2	0	0	0	0
EN2	EN2	0	0	0	0	0	0
ENAH	ENAH	1060.013	1233.866	1151.236	632.884	671.891	724.199
ENAM	ENAM	0	2	0	0	0	0
ENC1	ENC1	155	221	187	57	70	66
ENDOD1	ENDOD1	510.187	506.061	431.796	566.096	652.329	627.476
ENDOG	ENDOG	465.054	492.097	356.958	466.436	590.031	408.915
ENDOU	ENDOU	1	1	0	2	1	0
ENDOV	ENDOV	12	21	7	49	51	19
ENG	ENG	109	91	82	270.086	316.131	255
ENGASE	ENGASE	726.677	794.489	656.42	701.028	796.266	766.205
ENHO	ENHO	0	0	0	0	0	0
ENKD1	ENKD1	323.809	360.031	292.525	390.003	465.2	374.262
ENKUR	ENKUR	4	3	5	0	2	4
ENO1	ENO1	48028.017	47768.434	43286.743	16211.239	18341.39	23086.784
ENO1-AS1	ENO1-AS1	3	0	0	0	1	1
ENO2	ENO2	546.019	426.82	424.274	566.55	721.459	615.417
ENO3	ENO3	69	87	53.005	140.001	138	99
ENO4	ENO4	4	17	11	8	22	9
ENOPH1	ENOPH1	1404.334	1587.591	1412.409	556.779	725.146	795.477
ENOSF1	ENOSF1	649.815	664.867	658.716	979.355	1024.284	862.922
ENOX1	ENOX1	0	0	0	0	0	0
ENOX2	ENOX2	485.472	491.159	466.71	401.139	449.611	406.72
ENPEP	ENPEP	8	10	10	74	114	42
ENPP1	ENPP1	0	0	0	2	3.001	0
ENPP2	ENPP2	0	0	0	0	0	0
ENPP3	ENPP3	1	5	1	5	1	6
ENPP4	ENPP4	0	0	0	0	0	0
ENPP5	ENPP5	0	0	0	0	0	0
ENPP6	ENPP6	0	0	0	0	0	0
ENPP7	ENPP7	0	0	0	0	0	0
ENSA	ENSA	2433.731	2540.526	1944.299	2722.13	3211.321	2870.623
ENTHD1	ENTHD1	1	0	1	0	0	0
ENTHD2	ENTHD2	315.123	295.001	246.003	381.983	487.276	334.253
ENTPD1	ENTPD1	892.008	963.664	889.985	863.56	1051.688	844.778
ENTPD1-AS1	ENTPD1-AS1	12.88	0.974	5.199	17.614	12.722	9.223
ENTPD2	ENTPD2	0	0	0	0	3	2
ENTPD3	ENTPD3	25	11	14	50	35	29
ENTPD3-AS1	ENTPD3-AS1	16	12	13	76	68	46
ENTPD4	ENTPD4	703.522	803.03	798.56	777.154	859.041	760.136
ENTPD5	ENTPD5	183.999	202.872	197.883	191.048	229.741	199.999
ENTPD6	ENTPD6	765.126	758.003	659.462	628.488	675.968	650.949
ENTPD7	ENTPD7	305.909	390.723	340.111	213.149	278.428	251.804
ENTPD8	ENTPD8	0	3	0	28	26	24
ENY2	ENY2	1368.684	1587.06	1203.882	1409.832	1439.621	1335.11
EOGT	EOGT	118.045	136	139.001	125.198	131.005	142
EOMES	EOMES	1	0	0	0	0	0
EP300	EP300	1614.176	1622.512	1572.962	1958.589	2473.415	1733.886
EP400	EP400	3334.611	3524.446	3359.429	3150.377	3610.448	2968.597
EP400NL	EP400NL	120.005	156.591	118.214	126	159.653	129
EPAS1	EPAS1	595.391	540.045	507.053	332.033	375.019	216
EPB41	EPB41	8508.935	9152.595	8419.969	14689.229	17528.983	11777.807
EPB41L1	EPB41L1	80	122.515	66.061	113.879	139.001	92
EPB41L2	EPB41L2	1237.126	1430.56	1335.314	686.383	798.581	755.187
EPB41L3	EPB41L3	511.902	557.987	529.839	453.7	504.293	437.124
EPB41L4A	EPB41L4A	246.059	207.256	203.086	366.792	428.041	319.282
EPB41L4A-AS1	EPB41L4A-AS1	229	244	193.916	277.618	300	228.032
EPB41L4A-AS2	EPB41L4A-AS2	5	3	1	11	19	9
EPB41L4B	EPB41L4B	5	3	1	4	2	7
EPB41L5	EPB41L5	502.42	645.269	622.918	698.121	760.162	659
EPB42	EPB42	10	11	11	854.937	915.379	325.002
EPC1	EPC1	532.034	517.251	492.595	774.333	870.989	654.486
EPC2	EPC2	793.644	738.038	640.955	1175.887	1300.687	986.401
EPCAM	EPCAM	790.89	948.562	794.19	785.879	787.639	909.421
EPDR1	EPDR1	0	0	0	0	0	0
EPG5	EPG5	610.383	668.114	654.961	1177.748	1414.907	1039.342
EPGN	EPGN	0	0	2	1	1	0
EPHA1	EPHA1	0	0	1	0	0	0
EPHA1-AS1	EPHA1-AS1	4.002	3	4	2	1	2
EPHA10	EPHA10	0	0	0	1	1	0
EPHA2	EPHA2	7.033	10	17	7	3	3
EPHA3	EPHA3	0	0	0	0	0	0
EPHA4	EPHA4	9	12	12	0	4	14
EPHA5	EPHA5	87.173	93.068	78.462	119.652	182.467	131.591
EPHA6	EPHA6	1	0	0	0	0	0
EPHA7	EPHA7	0	0	0	0	0	0
EPHA8	EPHA8	0	0	0	0	0	0
EPHB1	EPHB1	0	0	0	0	0	0
EPHB2	EPHB2	0	0	0	0	0	0
EPHB3	EPHB3	0	0	0	0	0	0
EPHB4	EPHB4	1486.941	1464.785	1251.834	1622.708	1851.952	1587.838
EPHB6	EPHB6	1107.321	758.429	652.882	386.815	440.863	548.225
EPHX1	EPHX1	252.578	363.121	259.016	425.273	458.791	340
EPHX2	EPHX2	509.156	654.387	548.471	558.769	649.607	585.558
EPHX3	EPHX3	4	2	0	3	4	0
EPHX4	EPHX4	0	0	0	0	0	0
EPM2A	EPM2A	46	70	45	83	114	115
EPM2AIP1	EPM2AIP1	2491.583	2609.311	2525.351	4700.146	5620.736	4053.425
EPN1	EPN1	2245.531	2326.787	1869.473	1878.598	2101.565	1714.729
EPN2	EPN2	229.001	300.002	237.569	268.022	323.051	241.015
EPN2-AS1	EPN2-AS1	0	0	0	0	0	0
EPN2-IT1	EPN2-IT1	1	0	0	1	1	0
EPN3	EPN3	0	0	0	2	0	0
EPO	EPO	0	1	0	1	1	2
EPOR	EPOR	413.111	336.219	324.74	1845.956	2175.566	1315.823
EPPIN	EPPIN	0	0	0	0	0	0
EPPIN-WFDC6	EPPIN-WFDC6	0	0	0	0	0	0
EPPK1	EPPK1	558.039	652.663	528.532	700.249	875.021	640.325
EPRS	EPRS	8778.823	11061.3	10472.782	11318.749	13162.1	11195.065
EPS15	EPS15	2231.234	2712.489	2536.325	2942.583	3433.791	2851.332
EPS15L1	EPS15L1	773.845	925.802	822.645	586.895	690.987	650.02
EPS8	EPS8	24	20	30	18	30	31
EPS8L1	EPS8L1	197.02	200.133	152	85	113.932	106
EPS8L2	EPS8L2	156	171.942	137.221	217.893	267.984	213.349
EPS8L3	EPS8L3	0	0	0	3	0	0
EPSTI1	EPSTI1	1	3	7	13	11	10
EPT1	EPT1	1943.257	2125.067	1996.699	986.05	1222.386	1304.133
EPX	EPX	2	1	0	9	6	1
EPYC	EPYC	0	0	0	0	0	0
EQTN	EQTN	0	0	0	0	0	0
ERAL1	ERAL1	1743.332	1802.735	1581.421	683.385	791.615	969.809
ERAP1	ERAP1	1076.116	1210.483	1135.426	2182.473	2685.327	1960.769
ERAP2	ERAP2	72.001	66	66.028	141	145	109
ERAS	ERAS	1	0	0	2	2	3
ERBB2	ERBB2	156.006	149.038	152	555.435	542.327	338.951
ERBB2IP	ERBB2IP	1626.658	1999.022	1944.843	2590.681	2975.408	2306.457
ERBB3	ERBB3	62.028	70	79	208.973	282	183.002
ERBB4	ERBB4	0	0	0	0	0	0
ERC1	ERC1	574.007	692.612	587.205	668.568	778.509	651.113
ERC2	ERC2	0	0	0	0	0	0
ERC2-IT1	ERC2-IT1	0	0	0	0	0	0
ERCC1	ERCC1	811.881	758.627	607.759	867.712	1081.068	894.944
ERCC2	ERCC2	934	1106.728	1053.934	740.154	844.972	703.358
ERCC3	ERCC3	1487.61	1484.116	1311.66	1377.941	1522.026	1211.269
ERCC4	ERCC4	239.014	300.023	325.161	359.569	397.011	305
ERCC5	ERCC5	519.539	573.071	579.463	809.761	809.512	697.762
ERCC6	ERCC6	358.077	366.359	394.04	636.006	809.189	584.674
ERCC6-PGBD3	ERCC6-PGBD3	110.946	116.65	92.988	203.599	189.273	119.427
ERCC6L	ERCC6L	504.427	546.443	531.645	341.254	448.114	469.004
ERCC6L2	ERCC6L2	112.115	126.044	123.278	138.867	140.88	125.921
ERCC8	ERCC8	222.143	271.347	215.424	175.008	181.772	210.813
EREG	EREG	0	0	0	0	0	0
ERF	ERF	1337.324	1287.969	931.07	759.366	885.055	848.695
ERG	ERG	0	0	0	0	0	0
ERGIC1	ERGIC1	1705.047	1649.021	1453.687	1070.099	1376.647	1137.361
ERGIC2	ERGIC2	578.716	694.12	694.83	597.87	689.817	652.326
ERGIC3	ERGIC3	2476.5	2481.538	2213.51	3292.321	3744.295	2711.987
ERH	ERH	2961.653	3173.305	2331.651	2085.697	2358.524	2316.046
ERI1	ERI1	1249.258	1372.96	1333.633	889	982.036	1026.384
ERI2	ERI2	629.129	670.224	728.924	1123.133	1309.442	1076.741
ERI3	ERI3	1008.781	1111.623	1007.791	794.403	781.691	911.836
ERI3-IT1	ERI3-IT1	5	11	5.001	3	11	11
ERICH1	ERICH1	896.82	1009.292	841.393	520.389	568.144	567
ERICH1-AS1	ERICH1-AS1	0	0	0	0	0	0
ERICH2	ERICH2	18	29	21	32	52.049	31
ERLEC1	ERLEC1	701.73	762	706.916	757.433	900.976	734.706
ERLIN1	ERLIN1	705.636	758.726	695.22	600.24	691.358	723.051
ERLIN2	ERLIN2	751.849	881.217	701.968	702.154	803.294	720.7
ERMAP	ERMAP	2431.065	2228.131	2106.153	7879.747	9253.857	6322.699
ERMARD	ERMARD	164.009	181	188.009	296.084	315.2	222.055
ERMN	ERMN	2	0	1	0	0	1
ERMP1	ERMP1	683.292	848.232	832.661	852.765	1021.546	820.083
ERN1	ERN1	269.045	302.035	308.389	243	296.122	212.132
ERN2	ERN2	0	1	0	7	3	2
ERO1L	ERO1L	878.327	1070.054	1037.826	468.553	584.277	597.011
ERO1LB	ERO1LB	89	104	128.67	167.406	152	153
ERP27	ERP27	1	0	0	0	0	0
ERP29	ERP29	3241.164	3600.1	2829.746	4779.279	5209.518	4120.236
ERP44	ERP44	1664.501	1878.38	1731.628	2587.099	2800.703	2252.604
ERRFI1	ERRFI1	170.948	156.43	177.22	109.001	123.085	124.061
ERV3-1	ERV3-1	426.647	502.696	438.79	1250.278	1496.148	913.614
ERVFRD-1	ERVFRD-1	4	0	4	7	12	5
ERVK13-1	ERVK13-1	173	190.008	205.092	339.722	399.019	270
ERVMER34-1	ERVMER34-1	199	246	218.304	47	70	86.154
ERVV-1	ERVV-1	0	0	0	0	0	0
ERVV-2	ERVV-2	0	0	0	0	0	0
ERVW-1	ERVW-1	6	2	1	1	3	0
ESAM	ESAM	2	3	3	6	4	5
ESCO1	ESCO1	558.104	647.078	673.114	635.502	740.899	696.845
ESCO2	ESCO2	361.32	383.22	386.114	356.927	415.005	408.72
ESD	ESD	1650.706	1911.788	1723.594	1865.999	1984.56	1850.134
ESF1	ESF1	786.687	843.368	847.936	361.031	398.03	472.329
ESM1	ESM1	0	0	0	0	0	0
ESP33	ESP33	0	0	0	0	0	1
ESPL1	ESPL1	2637.229	2634.695	2369.414	3936.651	4417.204	3825.595
ESPN	ESPN	65	53	19.001	3537.425	4395.776	1656.693
ESPNL	ESPNL	54	34	31	49	73	39
ESPNP	ESPNP	0	0	0	0	0	0
ESR1	ESR1	3	0	0	0	1	0
ESR2	ESR2	13	7	4	9	14	14.006
ESRG	ESRG	0	1	0	0	0	0
ESRP1	ESRP1	0	0	0	0	0	0
ESRP2	ESRP2	1.026	4.241	8.424	5.26	5.095	2.118
ESRRA	ESRRA	856.519	924.505	714.993	730.114	817.474	737.833
ESRRB	ESRRB	361.162	321.031	316.359	238	272.471	174.004
ESRRG	ESRRG	0	0	0	0	0	0
ESX1	ESX1	0	0	0	0	0	0
ESYT1	ESYT1	6416.717	6751.364	6272.903	3471.539	4044.322	4211.302
ESYT2	ESYT2	2148.246	2446.496	2245.859	2249.723	2769.141	2253.607
ESYT3	ESYT3	0	0	0	0	0	0
ETAA1	ETAA1	283.094	303.097	345.418	375.021	503.108	401.471
ETF1	ETF1	7067.841	7620.306	7113.584	4591.027	5293.215	5365.219
ETFA	ETFA	2568.23	2886.85	2693.33	2554.618	2774.856	2605.034
ETFB	ETFB	2140.128	2221.786	1736.309	2717.689	2814.122	2286.736
ETFDH	ETFDH	339.957	324.53	359.069	570.025	706.061	463.009
ETHE1	ETHE1	69.971	116.001	85	185	202.229	98.545
ETNK1	ETNK1	1420.215	1608.011	1594.883	1933.325	2140.078	1948.317
ETNK2	ETNK2	0	1	0	0	0	0
ETNPPL	ETNPPL	2	0	0	0	1	1
ETS1	ETS1	3	4	6	0	0	2
ETS2	ETS2	1013.697	1031.273	847.328	442.839	485.111	513.286
ETV1	ETV1	336.603	536.192	439.309	82.021	82	217
ETV2	ETV2	10	22	12	12	20	7
ETV3	ETV3	523.33	611.925	473.805	545.821	618.078	567.135
ETV3L	ETV3L	0	0	0	0	0	0
ETV4	ETV4	1131.607	1385.852	1118.169	103.001	110.072	339.571
ETV5	ETV5	482.408	616.289	551.568	32	37	165
ETV6	ETV6	151	237.029	228	201	240.191	202.888
ETV7	ETV7	0	0	0	0	0	0
EVA1A	EVA1A	0	0	0	0	0	0
EVA1B	EVA1B	175	176.041	103.978	113	150	103.57
EVA1C	EVA1C	0	0	4	0	0	1
EVC	EVC	0	0	0	0	0	0
EVC2	EVC2	0	0	0	0	0	0
EVI2A	EVI2A	10	6	4	4	2	6
EVI2B	EVI2B	18	14	11.003	7	8	5
EVI5	EVI5	348	435.403	393.206	421.522	466.013	413.282
EVI5L	EVI5L	31	44	41.016	165.011	240.174	101.498
EVL	EVL	520	558.66	428.913	620.659	635.106	484.601
EVPL	EVPL	0	1	1	2	0	0
EVPLL	EVPLL	1	0	0	0	2	0
EVX1	EVX1	0	0	0	0	0	0
EVX2	EVX2	0	0	0	0	0	0
EWSR1	EWSR1	7250.586	7439.754	6190.223	6196.836	7046.81	6532.183
EXD1	EXD1	2	0	2	0	0	0
EXD2	EXD2	233.177	229.032	241.58	336.594	380.86	308.001
EXD3	EXD3	156.026	148.956	123.047	325.001	329.058	248.267
EXO1	EXO1	2699.216	2784.492	2659.619	2137.101	2493.037	2599.946
EXO5	EXO5	0	0	0	0	0	0
EXOC1	EXOC1	908.85	1169.505	1100.385	1439.186	1443.019	1194.669
EXOC2	EXOC2	1331.481	1545.902	1399.776	1872.167	2232.771	1760.366
EXOC3	EXOC3	1042.083	1134.815	920.321	1332.922	1412.103	1134.232
EXOC3L1	EXOC3L1	0	0	0	0	5.007	0
EXOC3L2	EXOC3L2	253.114	224.099	173.065	218	259.232	207.756
EXOC3L4	EXOC3L4	21	39	30	255.116	237.001	166.006
EXOC4	EXOC4	1647.813	1808.017	1646.608	2570.498	3099.038	2291.591
EXOC5	EXOC5	1364.727	1663.307	1584.348	1669.715	1790.634	1604.976
EXOC6	EXOC6	641.239	648.988	610.476	546.322	658.205	651.849
EXOC6B	EXOC6B	108.018	141	147.83	184	231.002	169.559
EXOC7	EXOC7	1801.833	1969.706	1667.998	1901.907	2470.288	1734.603
EXOC8	EXOC8	773.495	753.891	664.862	693.031	777.848	680.405
EXOG	EXOG	372.988	360.624	389.62	292.001	359.837	352.008
EXOSC1	EXOSC1	427.396	473.002	389.496	467.724	579.547	459.434
EXOSC10	EXOSC10	2918.605	3108.613	2803.624	2895.624	3516.88	2912.952
EXOSC2	EXOSC2	1801.898	2018.768	1733.858	1096.392	1216.038	1364.63
EXOSC3	EXOSC3	1902.898	2111.258	1834.389	1042.114	1276.642	1377.099
EXOSC4	EXOSC4	912.094	796.949	609.411	272	269.531	361.4
EXOSC5	EXOSC5	479.332	526.87	337.168	175.999	236.33	263.269
EXOSC6	EXOSC6	649.298	663.004	480.159	404	521.024	452.449
EXOSC7	EXOSC7	1407.574	1398.494	1145.442	677.208	785.59	779.509
EXOSC8	EXOSC8	825.124	1005.509	913.455	929.173	988.977	869.569
EXOSC9	EXOSC9	1659.202	1773.111	1642.077	1254.211	1349.195	1503.423
EXPH5	EXPH5	194	236.112	214.091	245	284.002	208
EXT1	EXT1	0	0	0	0	0	0
EXT2	EXT2	789.554	886.561	864.276	1140.543	1334.337	930.209
EXTL1	EXTL1	3	11	7	21	14	18
EXTL2	EXTL2	686.697	841.424	747.104	730.765	828.986	738.349
EXTL3	EXTL3	503.791	566.684	470.152	329.234	348.678	420
EXTL3-AS1	EXTL3-AS1	0	0	0	1	8	0
EYA1	EYA1	0	2	0	0	0	4
EYA2	EYA2	0	0	0	0	0	0
EYA3	EYA3	1177.2	1421.928	1273.709	964.151	1124.296	1089.478
EYA4	EYA4	1	2	1	7	5	6
EYS	EYS	29	35.001	14	69.815	53.001	49
EZH1	EZH1	768.389	872.756	696.395	2437.484	2746.159	1666.421
EZH2	EZH2	2621.505	2749.133	2529.126	2320.373	2735.471	2660.935
EZR	EZR	3285.261	3500.26	3206.178	2707.681	3009.269	2492.789
EZR-AS1	EZR-AS1	1	0	0	0	0	0
F10	F10	0	4	0	6.023	8	0
F11	F11	0	0	0	0	0	0
F11-AS1	F11-AS1	0	1	0	0	1	0
F11R	F11R	1631.898	1690.22	1646.435	3383.574	3798.88	2657.58
F12	F12	111	150.001	84.802	55	62.146	52
F13A1	F13A1	0	0	0	0	0	0
F13B	F13B	0	0	0	0	0	0
F2	F2	0	2	0	2	0	1
F2R	F2R	266	356.486	335.732	157	208	200
F2RL1	F2RL1	1	0	0	1	0	0
F2RL2	F2RL2	0	1	0	1	1	0
F2RL3	F2RL3	509	537.598	492.501	111	131.029	178.488
F3	F3	0	2	0	1	0	1
F5	F5	0	0	0	0	0	0
F7	F7	0	0	0	0	0	0
F8	F8	13	15	14	32	31	45
F8A1	F8A1	0	0	0	1	0	0
F8A2	F8A2	0	0	0	0	0	0
F9	F9	0	0	0	0	0	0
FA2H	FA2H	0	2	0	0	0	0
FAAH	FAAH	7	10	8	21	24	4.586
FAAH2	FAAH2	16	27	24	69	88	54
FABP1	FABP1	0	0	0	0	0	0
FABP12	FABP12	0	0	0	0	0	2
FABP2	FABP2	0	0	0	0	0	0
FABP3	FABP3	8.313	7.993	13.003	27.01	24.154	7.496
FABP4	FABP4	0	0	0	0	0	0
FABP5	FABP5	11	5	0	1	0	0
FABP5P3	FABP5P3	0	0	0	1	0	0
FABP6	FABP6	7	7	5	16	7	7
FABP7	FABP7	0	0	0	0	0	0
FABP9	FABP9	0	0	0	0	0	0
FADD	FADD	581.485	617.899	561.421	339.801	441.214	401.745
FADS1	FADS1	11846.278	12623.576	11192.053	18517.155	21525.013	18143.716
FADS2	FADS2	544.11	456.116	484.164	657.909	803.398	546.516
FADS3	FADS3	991.736	935.148	774.608	1112.753	1316.325	1019.921
FADS6	FADS6	1	0	0	1	6	1
FAF1	FAF1	2104.369	2327.106	2198.244	1679.194	1931.682	1620.688
FAF2	FAF2	1746.917	1836.035	1646.706	1554.238	1896.776	1596.06
FAH	FAH	1289.358	1500.749	1224.094	692.086	769.446	791.405
FAHD1	FAHD1	254.021	292.011	233.792	498.228	545.129	379.038
FAHD2A	FAHD2A	532.575	639.317	451.974	676.755	785.049	560.492
FAHD2B	FAHD2B	437.331	495.769	380.382	499.898	594.365	432.443
FAHD2CP	FAHD2CP	25.241	20.336	24.08	50.064	48.167	41.986
FAIM	FAIM	109.886	113.169	77.067	93.288	80	106
FAIM2	FAIM2	1	1	1	50	60.061	13
FAIM3	FAIM3	0	1	0	1	0	1
FAM101A	FAM101A	0	0	0	0	0	0
FAM101B	FAM101B	462.436	457.118	370.174	467	509.228	495.123
FAM102A	FAM102A	316.152	356.07	285.993	454.099	506.928	363.036
FAM102B	FAM102B	1282.87	1466.523	1466.33	5585.324	6241.249	4199.605
FAM103A1	FAM103A1	813.531	900.046	774.62	769.736	900.291	849.448
FAM104A	FAM104A	1066.014	1137.203	943.332	1493.019	1707.742	1265.285
FAM104B	FAM104B	131	114.099	69.002	148.001	175.014	162.005
FAM105A	FAM105A	0	0	1	0	0	0
FAM105B	FAM105B	1516.914	1587.797	1464.156	1243.821	1384.562	1383.995
FAM106A	FAM106A	3.222	3.23	5	4.298	4.939	3
FAM106B	FAM106B	9.778	6.77	3	9.702	5.293	2
FAM106CP	FAM106CP	0	0	0	0	1.768	0
FAM107A	FAM107A	1	0	0	0	0	0
FAM107B	FAM107B	1	4	3	2	1	4
FAM109A	FAM109A	302.575	303	179.945	185	215.294	189.999
FAM109B	FAM109B	2	0	0	1	3	0
FAM110A	FAM110A	116.285	109.044	102.023	193	249.02	187.089
FAM110B	FAM110B	1	0	0	0	0	2
FAM110C	FAM110C	0	0	0	0	0	0
FAM110D	FAM110D	19	12	7	13	9	19
FAM111A	FAM111A	595.17	728.375	714.581	1505.313	1651.814	1439.492
FAM111B	FAM111B	13	6	11	7	8	12
FAM114A1	FAM114A1	55	104	68	185	208.017	118
FAM114A2	FAM114A2	372.535	377.001	352.139	563.532	718.51	532.495
FAM115A	FAM115A	2060.733	2097.753	2135.705	2798.883	3318.783	2885.424
FAM115C	FAM115C	121.453	144.687	149.161	77.537	74.975	55.113
FAM117A	FAM117A	1008.52	1094.697	829.019	1768.439	2214.174	1304.406
FAM117B	FAM117B	146	204	204.136	185	209.012	192.07
FAM118A	FAM118A	1604.728	1622.234	1550.813	1727.479	1991.301	1551.355
FAM118B	FAM118B	452.107	495.165	378.918	378.9	408.644	418.859
FAM120A	FAM120A	3606.649	3870.499	3760.424	2745.854	3099.087	2940.107
FAM120AOS	FAM120AOS	549.819	713.313	617.033	559.691	591.31	517.26
FAM120B	FAM120B	710.818	780.61	770.97	892.122	1051.157	923.375
FAM120C	FAM120C	96	106	94.005	54	91.001	75.993
FAM122A	FAM122A	657.005	696	590.54	649.001	754.017	702.509
FAM122B	FAM122B	1530.994	1681.063	1555.271	1895.643	2077.045	2142.458
FAM122C	FAM122C	199.015	248.742	225.089	1505.72	1670.293	1041.485
FAM124A	FAM124A	0	0	0	0	0	0
FAM124B	FAM124B	130	173	165.136	79	89	133.057
FAM126A	FAM126A	1661.92	1839.353	1830.641	1420.62	1715.412	1524.71
FAM126B	FAM126B	538.129	591.316	635.812	585.732	618.814	548.232
FAM127A	FAM127A	877.36	946.204	736.666	1125.508	1349.199	987.705
FAM127B	FAM127B	609.126	616.387	497.704	544.569	712.144	525.189
FAM127C	FAM127C	0	0	0	4	0	0
FAM129A	FAM129A	771.029	1105.007	1017.752	707.201	875.45	784.222
FAM129B	FAM129B	3186.632	3171.597	2868.335	983.257	1233.09	1368.581
FAM129C	FAM129C	0	0	5	5	3	3
FAM131A	FAM131A	75	87.044	81.013	125.001	181.999	90.004
FAM131B	FAM131B	4	0	0	0	0	0
FAM131C	FAM131C	0	1	0	0	0	0
FAM132A	FAM132A	6	2	2	1	8	7
FAM132B	FAM132B	61	48	32	55	57	59
FAM133A	FAM133A	31	53.001	50	78	75	55
FAM133B	FAM133B	566.556	590.239	551.415	493.732	588.454	590.363
FAM133CP	FAM133CP	0	0	0	0	0	0
FAM133DP	FAM133DP	1.716	3.766	3.078	0	0	0
FAM134A	FAM134A	735.996	672.164	604.44	962.576	1122.981	874.321
FAM134B	FAM134B	1	1	0	1	4	0
FAM134C	FAM134C	661.008	715.655	609.7	1164.38	1156.275	1001.127
FAM135A	FAM135A	490.807	547.097	563.86	348.903	375.53	435.733
FAM135B	FAM135B	0	0	0	0	0	0
FAM136A	FAM136A	2083.755	2367.047	1945.774	1184.051	1371.958	1568.626
FAM138A	FAM138A	3.998	0	0	34.956	40.435	33.595
FAM138B	FAM138B	0	0	0	7.956	3.186	1.271
FAM138C	FAM138C	0	8.565	0	7.699	16.037	0
FAM138D	FAM138D	0	2	0	0	0	0
FAM138E	FAM138E	3.002	1.435	5	36.389	33.069	10.135
FAM13A	FAM13A	639.993	563.483	520.525	607.257	689.762	574.117
FAM13A-AS1	FAM13A-AS1	23.006	33.655	23.066	80.446	114.634	62.874
FAM13B	FAM13B	704.957	711.926	673.032	693.837	726.512	714.987
FAM13C	FAM13C	0	0	0	0	0	0
FAM149A	FAM149A	0	0	0	0	0	0
FAM149B1	FAM149B1	222	197	200.002	430.08	464.084	371.635
FAM150A	FAM150A	0	0	0	0	0	0
FAM150B	FAM150B	0	0	0	0	0	0
FAM151A	FAM151A	0	0	0	0	0	0
FAM151B	FAM151B	10	12	21	28	27	20.167
FAM153A	FAM153A	0	0	0	0	0	0
FAM153B	FAM153B	0	0	0	0	0	0
FAM153C	FAM153C	0	0	0	4	1	0
FAM154A	FAM154A	0	0	0	1	0	0
FAM154B	FAM154B	36	43.001	34	80.022	73	47.001
FAM155A	FAM155A	80	104	53.012	154	112	114
FAM155A-IT1	FAM155A-IT1	1	0	0	1	0	0
FAM155B	FAM155B	0	0	0	0	0	0
FAM156A	FAM156A	135.759	193.752	144.713	75.478	96.13	116.005
FAM156B	FAM156B	661.145	633.256	683.034	509.53	605.87	470.095
FAM157A	FAM157A	121.106	139.996	156.793	199.911	234.678	180.466
FAM157B	FAM157B	10.229	2.135	2.467	2.176	1.145	6.816
FAM157C	FAM157C	135.425	147.227	150.65	203.765	247.773	206.703
FAM159A	FAM159A	0	0	0	0	0	0
FAM159B	FAM159B	0	2	0	0	0	0
FAM160A1	FAM160A1	8	3	3	3	5	3
FAM160A2	FAM160A2	430.502	420.111	385.057	529.98	462.18	428.066
FAM160B1	FAM160B1	188.248	238.367	211.661	435.271	528.992	339
FAM160B2	FAM160B2	461.047	504.258	367.995	588.912	667.123	471.492
FAM161A	FAM161A	98	101	116.027	91	83	113
FAM161B	FAM161B	45	35.622	25	29	47.018	46
FAM162A	FAM162A	721.203	745.076	645.345	429.078	441.335	455.326
FAM162B	FAM162B	0	0	0	0	0	0
FAM163A	FAM163A	0	0	0	0	0	0
FAM163B	FAM163B	0	0	1	0	0	0
FAM166A	FAM166A	0	1	2.001	2.002	2.004	1.006
FAM166B	FAM166B	1	0	2	0	0	0
FAM167A	FAM167A	10	3	6	0	3	0
FAM167B	FAM167B	0	0	0	0	0	0
FAM168A	FAM168A	596.351	590.288	575.271	792.463	1006.069	699.335
FAM168B	FAM168B	3695.491	3808.001	3391.545	2655.671	2884.002	2931.523
FAM169A	FAM169A	9	15	17	6	10	8
FAM169B	FAM169B	0	0	0	0	0	0
FAM170A	FAM170A	0	0	0	1	0	0
FAM170B	FAM170B	0	0	0	0	0	0
FAM170B-AS1	FAM170B-AS1	0	0	0	0	0	0
FAM171A1	FAM171A1	759.092	812.413	736.254	525.167	635.778	595.858
FAM171A2	FAM171A2	55	59.001	49.001	153.403	158.045	85.151
FAM171B	FAM171B	77	90	91.032	49	66	60
FAM172A	FAM172A	214.26	219.086	221.114	439.692	474.093	379.254
FAM172BP	FAM172BP	0	0	0	0	0	0
FAM173A	FAM173A	415.156	498.234	395.165	82	117.019	127
FAM173B	FAM173B	433.999	483.334	423.321	418.151	449.55	472.953
FAM174A	FAM174A	83	82	65	71.157	85	64
FAM174B	FAM174B	154	158	130.116	106	123	124
FAM175A	FAM175A	537.53	619.497	663.446	1069.32	1277.83	835.818
FAM175B	FAM175B	483.136	528.861	497.991	417.009	496	462.447
FAM177A1	FAM177A1	347.479	364.985	286.179	248.999	262.723	252.999
FAM177B	FAM177B	0	0	0	0	0	0
FAM178A	FAM178A	639.246	778.578	692.601	877.132	932.985	908.607
FAM178B	FAM178B	661.67	364	281.457	906.192	1027.664	981.83
FAM179A	FAM179A	0	0	0	2	1	0
FAM179B	FAM179B	227.013	238	198.647	195.035	287	227.151
FAM180A	FAM180A	0	0	0	0	1	0
FAM180B	FAM180B	0	0	0	0	0	0
